date,home_team,away_team,game_id,url,stage,league,season
2023-11-04 15:00:00,Brentford,West Ham,1729229,https://www.whoscored.com/Matches/1729229/Live/England-Premier-League-2023-2024-Brentford-West-Ham,,ENG-Premier League,2324
2023-11-04 15:00:00,Burnley,Crystal Palace,1729230,https://www.whoscored.com/Matches/1729230/Live/England-Premier-League-2023-2024-Burnley-Crystal-Palace,,ENG-Premier League,2324
2023-11-04 15:00:00,Everton,Brighton,1729231,https://www.whoscored.com/Matches/1729231/Live/England-Premier-League-2023-2024-Everton-Brighton,,ENG-Premier League,2324
2023-11-04 15:00:00,Manchester City,Bournemouth,1729234,https://www.whoscored.com/Matches/1729234/Live/England-Premier-League-2023-2024-Manchester-City-Bournemouth,,ENG-Premier League,2324
2023-11-04 15:00:00,Sheffield United,Wolves,1729237,https://www.whoscored.com/Matches/1729237/Live/England-Premier-League-2023-2024-Sheffield-United-Wolves,,ENG-Premier League,2324
2023-11-04 17:30:00,Newcastle,Arsenal,1729235,https://www.whoscored.com/Matches/1729235/Live/England-Premier-League-2023-2024-Newcastle-Arsenal,,ENG-Premier League,2324
2023-11-05 14:00:00,Nottingham Forest,Aston Villa,1729236,https://www.whoscored.com/Matches/1729236/Live/England-Premier-League-2023-2024-Nottingham-Forest-Aston-Villa,,ENG-Premier League,2324
2023-11-05 16:30:00,Luton,Liverpool,1729233,https://www.whoscored.com/Matches/1729233/Live/England-Premier-League-2023-2024-Luton-Liverpool,,ENG-Premier League,2324
2023-11-06 20:00:00,Tottenham,Chelsea,1729238,https://www.whoscored.com/Matches/1729238/Live/England-Premier-League-2023-2024-Tottenham-Chelsea,,ENG-Premier League,2324
2023-11-11 12:30:00,Wolves,Tottenham,1729248,https://www.whoscored.com/Matches/1729248/Live/England-Premier-League-2023-2024-Wolves-Tottenham,,ENG-Premier League,2324
2023-11-11 15:00:00,Arsenal,Burnley,1729240,https://www.whoscored.com/Matches/1729240/Live/England-Premier-League-2023-2024-Arsenal-Burnley,,ENG-Premier League,2324
2023-11-11 15:00:00,Crystal Palace,Everton,1729244,https://www.whoscored.com/Matches/1729244/Live/England-Premier-League-2023-2024-Crystal-Palace-Everton,,ENG-Premier League,2324
2023-11-11 15:00:00,Manchester United,Luton,1729246,https://www.whoscored.com/Matches/1729246/Live/England-Premier-League-2023-2024-Manchester-United-Luton,,ENG-Premier League,2324
2023-11-11 17:30:00,Bournemouth,Newcastle,1729239,https://www.whoscored.com/Matches/1729239/Live/England-Premier-League-2023-2024-Bournemouth-Newcastle,,ENG-Premier League,2324
